,Территория,Год,НС,НС%,Больные ЗППП_ingroup,Обследованные беременные_ingroup,"Обследованные лица, находящиеся в местах лишения свободы_ingroup",Обследованные по клиническим показаниям_ingroup,Обследованные при эпидемиологическом расследовании_ingroup,Потребители инъекционных наркотиков_ingroup,Прочие контингенты_ingroup,Больные ЗППП_bwgroup,Обследованные беременные_bwgroup,"Обследованные лица, находящиеся в местах лишения свободы_bwgroup",Обследованные по клиническим показаниям_bwgroup,Обследованные при эпидемиологическом расследовании_bwgroup,Потребители инъекционных наркотиков_bwgroup,Прочие контингенты_bwgroup,М,Ж,Количество уголовных дел в сфере оборота наркотиков,ст. 6.8 КоАП России,ст. 6.9 КоАП России,Доля городского населения в общей численности населения на 1 января,Принято студентов в ВУЗы,Число новых случаев наркомании на 100 тыс.,Безработица по МОТ,Валовой региональный продукт на душу населения,Введено общей площади жилых домов,0-15 лет,15-19 лет,>= 70 лет,20-29 лет,30-39 лет,40-49 лет,50-59 лет,60-69 лет,Доля населения с доходами ниже МРОТ
1864,Оренбургская область,2019-01-01,2388,122.03,0.009994939271255061,0.0017889087656529517,0.01710352499478551,0.006091206200483654,0.04178944548620413,0.032144944476914086,0.01669357322564799,0.29450139794967384,0.0607109572626814,0.13100785514578617,0.320596458527493,0.08307815204366928,0.029290374117960326,0.08081480495273599,911743,1045092,2816.0,172.0,1157.0,60.3,9834,4.3,4.4,564897.9,108.9,18.900000000000006,5.0,9.1,11.5,15.5,13.2,14.3,12.5,14.3
1865,Орловская область,2019-01-01,270,36.81,0.0029277813923227064,0.0006124234470691164,0.006231373611487402,0.0022429906542056075,0.08513513513513514,0.02502844141069397,0.0002671381417588219,0.03858520900321544,0.06002143622722401,0.09860664523043944,0.33440514469453375,0.27009646302250806,0.09431939978563773,0.10396570203644159,331126,402372,302.0,20.0,217.0,66.8,7404,5.1,5.4,360731.6,103.5,15.599999999999994,4.5,10.799999999999999,11.6,14.9,13.5,14.5,14.6,13.6
1866,Пензенская область,2019-01-01,611,46.8,0.0029442691903259727,0.0006168230367172029,0.015753756665050897,0.0015633301374631304,0.0757679180887372,0.012542759407069556,0.00039506915335657094,0.0266793711291091,0.03620771796093378,0.12386850881372082,0.4878513577894235,0.21152929966650785,0.02096236303001429,0.09290138161029061,596625,708938,562.0,187.0,588.0,68.7,8020,6.5,4.3,342250.5,126.3,15.0,4.2,11.499999999999998,11.3,15.3,13.7,14.6,14.4,13.6
1867,Пермский край,2019-01-01,3140,120.8,0.015291119388355225,0.002849736761604225,0.024406552992310263,0.004716796066139769,0.0631117111036112,0.04862002567394095,0.007730696094828569,0.03091251362330328,0.07014762706826513,0.08679282671158228,0.42881204795402755,0.14822153968096702,0.12008322599821658,0.11503021896363816,1194547,1404713,2038.0,342.0,3266.0,75.9,14440,11.4,5.2,573894.3,108.2,19.299999999999997,5.1,8.6,11.3,16.1,14.0,13.0,12.6,13.8
1868,Приморский край,2019-01-01,1150,60.66,0.004468365999796892,0.0010152995133564401,0.025546806649168852,0.00378924826876547,0.10064635272391505,0.07395993836671803,0.09409954245953185,0.03508072553318716,0.046242774566473986,0.11640422563284832,0.43452262308152284,0.17380904923260912,0.15307952959936216,0.040861072353996414,908247,987621,2244.0,656.0,2316.0,77.4,12082,36.7,5.2,561643.0,102.6,16.799999999999997,4.9,9.000000000000002,12.8,16.5,14.7,13.0,12.3,13.5
1869,Псковская область,2019-01-01,165,26.35,0.002615062761506276,0.0008208832703989492,0.1794871794871795,0.0007916589465882868,0.12179487179487179,0.006968641114982578,0.0047184322964420235,0.045351473922902494,0.09070294784580499,0.12698412698412698,0.42630385487528344,0.17233560090702948,0.07256235827664399,0.06575963718820861,290310,335805,569.0,44.0,435.0,71.1,2874,7.6,5.1,313959.2,114.9,15.5,4.6,11.200000000000001,11.3,14.8,13.5,14.4,14.7,16.2
1870,Республика Адыгея,2019-01-01,180,38.87,0.005162241887905605,0.00029242616239399553,0.0,0.0013351877607788594,0.12,0.053164556962025315,0.0003548059143416644,0.05343511450381679,0.022900763358778626,0.0,0.549618320610687,0.11450381679389313,0.16030534351145037,0.09923664122137404,217160,245928,228.0,35.0,460.0,47.1,3333,4.2,8.2,288147.8,137.4,18.299999999999997,5.0,10.1,12.5,15.5,13.0,13.5,12.1,12.6
1871,Республика Алтай,2019-01-01,120,54.5,0.004186046511627907,0.0006425909266161162,0.0,0.0018027491925185909,0.011213047910295617,0.017640573318632856,0.2501380574881027,0.08780487804878048,0.04878048780487805,0.0,0.4682926829268293,0.2146341463414634,0.15609756097560976,0.024390243902439025,104566,115615,225.0,24.0,217.0,29.2,718,17.4,11.0,268657.4,91.5,26.799999999999997,6.0,5.1000000000000005,10.8,16.1,13.0,11.9,10.3,24.3
1872,Республика Башкортостан,2019-01-01,2800,69.34,0.0033862229102167183,0.0011592835012413567,0.014218394540136497,0.0029095148649523933,0.031429316640584244,0.018693574083908655,0.021318049005843734,0.08069164265129683,0.05210374639769452,0.08069164265129683,0.5178097982708934,0.11112391930835736,0.08115273775216138,0.0764265129682997,1893327,2144824,2182.0,307.0,2047.0,62.2,25072,6.3,4.4,447535.2,103.2,19.599999999999994,5.0,8.3,12.3,15.899999999999999,12.5,14.6,11.8,12.1
1873,Республика Бурятия,2019-01-01,686,69.58,0.0042544139544777706,0.0008284432171211598,0.01033101412608054,0.00155753908824058,0.1062618595825427,0.008342401160681901,0.020259128378107435,0.03571428571428571,0.06428571428571428,0.0875,0.325,0.3,0.04107142857142857,0.14642857142857144,470726,515211,1227.0,72.0,1315.0,59.1,5344,2.3,9.2,290301.4,87.8,23.299999999999997,5.8,6.4,12.5,16.9,12.600000000000001,11.899999999999999,10.6,20.1
1874,Республика Дагестан,2019-01-01,344,11.06,0.0039164490861618795,0.00022970503784912555,0.003207184092366902,0.0004371128694969725,0.0997229916897507,0.0030959752321981426,0.0002115890366129583,0.032388663967611336,0.11875843454790823,0.02699055330634278,0.4750337381916329,0.19433198380566802,0.016194331983805668,0.13630229419703105,1503181,1607677,2298.0,218.0,505.0,45.3,12333,8.9,13.0,231886.3,104.4,24.200000000000003,7.2,4.6000000000000005,16.9,16.2,12.399999999999999,11.8,6.7,14.6
1875,Республика Ингушетия,2019-01-01,70,13.81,0.0,7.345379756133391e-05,0.0,0.0006730504481904121,0.03571428571428571,0.022900763358778626,0.00024387005603754955,0.0,0.053691275167785234,0.0,0.5906040268456376,0.08053691275167785,0.08053691275167785,0.19463087248322147,230995,276066,248.0,24.0,98.0,55.5,1707,1.0,26.8,145723.1,118.8,26.799999999999997,7.8,4.0,16.6,16.1,11.6,10.7,6.4,30.5
1876,Республика Калмыкия,2019-01-01,32,11.8,0.003816793893129771,0.0,0.006928406466512702,0.00026528717336516777,0.027777777777777776,0.0,0.25011667692838985,0.04819277108433735,0.0,0.14457831325301204,0.6746987951807228,0.0963855421686747,0.0,0.03614457831325301,130169,140966,281.0,44.0,248.0,45.6,2147,0.4,9.2,327149.3,111.8,20.5,5.3,6.4,12.3,16.1,12.0,15.2,12.2,23.5
1877,Республика Карелия,2019-01-01,277,45.11,0.004051863857374392,0.0008538980445734779,0.010526315789473684,0.0030177157666773174,0.09251101321585903,0.006587615283267457,0.0002329695571009799,0.030303030303030304,0.06060606060606061,0.07878787878787878,0.5151515151515151,0.12727272727272726,0.030303030303030304,0.15757575757575756,280103,333961,280.0,61.0,333.0,80.7,2733,7.4,7.4,527845.9,102.1,17.400000000000006,4.8,9.399999999999999,10.3,15.8,14.399999999999999,14.100000000000001,13.8,15.7
1878,Республика Коми,2019-01-01,435,53.02,0.004105839416058394,0.0007945572826140935,0.029193468579910935,0.0027605973751697087,0.091324200913242,0.023174971031286212,0.0003868547912414229,0.026335040234089245,0.04681784930504755,0.17264081931236283,0.5354791514264814,0.058522311631309436,0.058522311631309436,0.10168251645940014,387192,433281,387.0,161.0,1248.0,78.2,3358,9.2,6.8,873159.0,81.3,19.099999999999994,5.1,6.7,10.5,16.8,15.1,14.600000000000001,12.100000000000001,15.5
1880,Республика Марий Эл,2019-01-01,240,35.32,0.0009466708740927738,0.00046288260140021984,0.020078354554358472,0.004598875830352581,0.08469055374592833,0.008589835361488905,0.000561172366620437,0.012875536480686695,0.034334763948497854,0.1759656652360515,0.34763948497854075,0.22317596566523606,0.05150214592274678,0.15450643776824036,317483,361934,229.0,15.0,467.0,66.6,4676,4.4,4.6,300163.4,118.3,18.80000000000001,4.9,8.200000000000001,11.4,16.299999999999997,12.5,14.5,13.399999999999999,20.1
1881,Республика Мордовия,2019-01-01,197,24.93,0.0016859852476290833,0.00033928207912058085,0.0028670409747939313,0.001002930786632047,0.07142857142857142,0.00789127575624726,0.0039060981534636704,0.047267355982274745,0.029542097488921712,0.14180206794682423,0.5317577548005908,0.0827178729689808,0.10635155096011817,0.060561299852289516,372719,417478,423.0,30.0,377.0,63.4,5711,2.5,4.2,332154.8,104.3,14.200000000000003,4.4,9.999999999999998,12.4,15.7,13.899999999999999,15.6,13.8,18.0
1882,Республика Саха (Якутия),2019-01-01,177,18.21,0.0025176233635448137,6.878682961502304e-05,0.0010314595152140279,0.0007216634342158676,0.033203125,0.0028022417934347476,0.003355368333150389,0.12170385395537525,0.02434077079107505,0.032454361054766734,0.5192697768762677,0.13793103448275862,0.056795131845841784,0.1075050709939148,472486,499510,353.0,47.0,411.0,65.9,5900,3.0,6.9,1258706.5,105.5,23.700000000000003,6.1,4.4,14.2,16.5,12.9,12.899999999999999,9.3,17.8
1883,Республика Северная Осетия-Алания,2019-01-01,237,34.01,0.002912621359223301,0.0003171470857706674,0.025306122448979593,0.0009415467161946035,0.09009009009009009,0.011096884336320957,0.15019510685112888,0.015604681404421327,0.04681404421326398,0.16124837451235371,0.37971391417425226,0.20806241872561768,0.1352405721716515,0.053315994798439535,322950,373887,983.0,40.0,725.0,64.3,5131,9.3,12.2,248172.2,107.1,20.0,5.7,9.7,13.8,14.7,12.899999999999999,13.0,10.2,13.8
1884,Республика Татарстан,2019-01-01,1210,31.0,0.002118464536903652,0.00042612728421979646,0.0064947654129507565,0.0017382195773621568,0.03242366927857336,0.008388330352186517,0.1252503800149993,0.06015037593984962,0.07218045112781955,0.0806015037593985,0.2754887218045113,0.1443609022556391,0.16360902255639098,0.203609022556391,1808637,2094251,1639.0,539.0,6473.0,76.9,36130,10.2,3.3,716745.5,111.0,18.60000000000001,4.7,9.0,12.5,16.4,12.899999999999999,13.899999999999999,12.0,6.9
1885,Республика Тыва,2019-01-01,39,11.91,0.0001812250815512867,7.669299792928905e-05,0.0003972983710766786,0.000473260766682442,0.0625,0.001607717041800643,0.00011973841761075804,0.043010752688172046,0.043010752688172046,0.043010752688172046,0.34408602150537637,0.34408602150537637,0.043010752688172046,0.13978494623655913,156895,170488,828.0,288.0,293.0,54.1,1253,9.9,12.4,243052.4,116.4,32.69999999999999,6.7,3.3,12.9,15.8,12.600000000000001,10.4,5.6,34.1
1886,Республика Хакасия,2019-01-01,384,71.87,0.006283380458686773,0.0010072747621712368,0.03546099290780142,0.0018691915309901473,0.04287369640787949,0.035595105672969966,0.06299871331963534,0.06796941376380629,0.06117247238742566,0.18691588785046728,0.36363636363636365,0.12574341546304163,0.10875106202209006,0.08581138487680544,248187,286075,663.0,59.0,986.0,69.7,2122,12.3,6.0,478781.0,131.4,20.700000000000003,5.0,7.299999999999999,11.2,17.0,13.7,12.4,12.7,19.0
1888,Ростовская область,2019-01-01,1967,46.86,0.009706095791001451,0.0010171573331286224,0.030635208711433756,0.0018723470650605144,0.09380725540491022,0.023899165166148307,0.054704487907882564,0.06043490539395651,0.05987009319401299,0.23835074837616493,0.2982208415701779,0.14459192318554082,0.08246258119175374,0.11606890708839311,1952453,2245368,3110.0,228.0,2436.0,68.1,35368,8.9,4.8,389933.4,109.5,16.099999999999994,4.6,10.4,12.3,16.5,13.5,13.7,12.9,13.3
1889,Рязанская область,2019-01-01,272,24.53,0.0011775480832133978,0.0009018611133885381,0.015646893974778142,0.0013704231734137904,0.032535297728667895,0.010046367851622875,0.058936559799357975,0.025622775800711744,0.06263345195729537,0.19074733096085408,0.3530249110320285,0.30177935943060497,0.03701067615658363,0.029181494661921707,507202,601645,652.0,25.0,369.0,72.1,6715,16.2,4.0,392304.4,102.4,15.099999999999994,4.3,12.2,11.3,15.100000000000001,13.7,14.100000000000001,14.2,12.7
1890,Самарская область,2019-01-01,3149,99.04,0.00588154835179866,0.0014455139787772266,0.02744912446758164,0.004155421982335623,0.01997422680412371,0.02448815736651947,0.012259734090254925,0.03754638725169177,0.05762933857236411,0.07596594629993451,0.5915738921632832,0.06767081423270029,0.07989521938441388,0.08971840209561231,1456942,1722590,2641.0,185.0,3084.0,79.8,25211,9.9,3.9,530579.4,100.2,16.599999999999994,4.3,10.299999999999999,11.399999999999999,16.5,14.3,13.4,13.2,12.9
1891,Саратовская область,2019-01-01,1484,61.27,0.003316749585406302,0.0009249153702436227,0.018214936247723135,0.002257978409175444,0.04022191400832178,0.01703272075302555,0.0004960955986214675,0.026030368763557483,0.05422993492407809,0.08676789587852494,0.559652928416486,0.09436008676789588,0.04121475054229935,0.13774403470715835,1111039,1310856,961.0,258.0,814.0,75.9,20323,5.1,4.3,333876.5,98.9,15.799999999999997,4.6,11.0,11.9,15.799999999999999,13.8,14.2,12.9,15.5
1892,Сахалинская область,2019-01-01,198,40.55,0.002777777777777778,0.0004029617690021659,0.01864406779661017,0.0011501315561437506,0.021844660194174758,0.023535302954431646,0.08352645229346534,0.04145077720207254,0.04145077720207254,0.11398963730569948,0.37823834196891193,0.13989637305699482,0.24352331606217617,0.04145077720207254,235850,252407,354.0,107.0,307.0,82.2,1373,28.6,5.2,2400858.1,115.8,18.69999999999999,4.9,6.9,11.3,17.0,15.2,12.9,13.1,8.2
1893,Свердловская область,2019-01-01,5221,121.12,0.023609570591031533,0.0023058113009370947,0.02306167171032036,0.0033264324555449,0.026993166287015945,0.03169014084507042,0.1075563672078183,0.15150937400699077,0.07143311089926914,0.056180489354941215,0.35004766444232605,0.12049571020019066,0.1304099142040038,0.11992373689227837,1979942,2330739,2767.0,1078.0,3296.0,84.9,32957,14.0,4.2,586468.3,115.3,18.599999999999994,4.7,9.3,11.2,16.7,13.9,12.7,12.9,8.9
1894,Смоленская область,2019-01-01,336,35.94,0.008379888268156424,0.000576638915918838,0.02246845183133272,0.0007048999584289768,0.028400597907324365,0.03295019157088123,0.013646036083805097,0.022058823529411766,0.058823529411764705,0.26838235294117646,0.2867647058823529,0.13970588235294118,0.15808823529411764,0.0661764705882353,435398,499491,561.0,59.0,489.0,71.8,5376,5.9,5.3,370820.2,117.1,14.800000000000011,4.3,10.2,11.399999999999999,16.4,14.0,14.6,14.3,16.3
1895,Ставропольский край,2019-01-01,894,31.89,0.00355058073057712,0.0006378612235842254,0.03593236261155472,0.0012888536867177098,0.02920353982300885,0.0187207488299532,0.25027970975346864,0.12440695835529784,0.048497627833421195,0.16130732735898787,0.4786505007907222,0.03479177648919346,0.07590933052187665,0.0764364786505008,1309804,1493769,1901.0,232.0,2827.0,58.6,15292,4.3,4.9,295435.5,126.1,18.0,5.0,9.299999999999999,13.5,16.2,13.3,13.1,11.6,14.0
1896,Тамбовская область,2019-01-01,250,24.83,0.0010188487009679063,0.00037251875898036295,0.010456605088881143,0.0007963080264229482,0.03697183098591549,0.009764035801464606,0.25022694581877875,0.00954653937947494,0.03341288782816229,0.1431980906921241,0.4200477326968974,0.10023866348448687,0.22911694510739858,0.06443914081145585,463490,543258,752.0,71.0,766.0,61.1,7555,6.6,3.9,350323.2,107.1,14.200000000000017,4.4,12.2,11.1,14.5,13.8,15.2,14.6,10.7
1897,Тверская область,2019-01-01,892,70.77,0.010018214936247723,0.0017073101328856388,0.01609952433223564,0.005680542845796571,0.17431972789115646,0.06635071090047394,0.0033070501100754147,0.013685847589424573,0.07465007776049767,0.05474339035769829,0.40933125972006223,0.25505443234836706,0.06967340590979783,0.12286158631415241,575374,685005,444.0,42.0,344.0,76.0,5968,8.3,4.0,383528.8,149.5,15.700000000000003,4.3,11.500000000000002,10.600000000000001,15.6,13.7,14.3,14.3,11.7
1898,Томская область,2019-01-01,1245,115.36,0.0014996250937265683,0.002061020941444923,0.028514257128564282,0.004198599678304475,0.1457357075913777,0.15188762071992976,0.16742764588655462,0.02154398563734291,0.05026929982046679,0.10233393177737882,0.31867145421903054,0.2791741472172352,0.15529622980251345,0.07271095152603231,506546,572725,542.0,101.0,201.0,72.5,16781,10.2,5.5,577550.7,99.8,18.200000000000003,5.1,8.0,13.7,17.9,13.2,12.2,11.7,14.8
1899,Тульская область,2019-01-01,812,55.38,0.04079441760601181,0.001349901353362639,0.015838247683235045,0.0017707077878122471,0.01733232856066315,0.049372384937238493,0.023852018080494832,0.10036315615714757,0.05150214592274678,0.12413337735226147,0.5665236051502146,0.03037306041597887,0.07791350280620667,0.04919115219544404,664825,801302,365.0,69.0,605.0,74.8,8725,8.5,3.8,462903.4,87.9,13.799999999999997,4.0,12.2,10.600000000000001,16.1,14.7,13.899999999999999,14.7,10.3
1900,Тюменская область без АО,2019-01-01,1706,110.97,0.005377220140133616,0.002195146510925385,0.03641627304586317,0.006167626995165243,0.025720966484801246,0.03274215552523874,0.12595375632801178,0.042836281031964955,0.07074476715885121,0.15511926010060037,0.48353074801233165,0.08567256206392991,0.04673048839850722,0.1153658932338147,731270,806146,1149.0,289.0,713.0,67.1,13668,11.3,4.1,821610.6,119.4,20.599999999999994,4.8,6.800000000000001,12.8,18.0,12.9,12.5,11.6,
1901,Удмуртская Республика,2019-01-01,1132,75.42,0.002845380796706623,0.001708411756189373,0.04682511528910961,0.00384752558712592,0.04326174914410209,0.02697841726618705,0.05083936417503247,0.05138015851325499,0.06449849685706477,0.14430172178190762,0.38917737086635695,0.15195408581579667,0.06559169171904893,0.1330964744465701,691371,809584,1021.0,120.0,1322.0,66.0,11940,7.5,4.3,479562.9,104.4,19.69999999999999,5.1,7.9,10.899999999999999,16.1,13.4,13.8,13.100000000000001,12.4
1902,Ульяновская область,2019-01-01,1041,84.65,0.012295081967213115,0.001516388662078619,0.05038022813688213,0.003318786421721065,0.13058129738837404,0.03790983606557377,0.12584293000939695,0.0060882800608828,0.05276509386098427,0.10755961440892947,0.3866057838660578,0.3145611364789447,0.03754439370877727,0.09487569761542364,566012,663812,729.0,15.0,576.0,75.6,8587,11.6,3.8,340581.4,103.9,15.599999999999994,4.3,10.6,11.3,15.299999999999999,13.2,15.399999999999999,14.3,15.5
1903,Хабаровский край,2019-01-01,381,28.96,0.0024937655860349127,0.000552750856763828,0.01112797167425392,0.0011056329953645313,0.03736263736263736,0.00924397490921096,0.0003100840504682981,0.06759735488611315,0.0881704628949302,0.19397501836884642,0.3967670830271859,0.04996326230712711,0.08229243203526819,0.12123438648052902,626587,689056,930.0,107.0,1180.0,82.0,11079,22.2,3.8,608977.5,107.4,17.900000000000006,4.9,8.299999999999999,13.6,17.4,14.3,12.1,11.5,12.2
